timestamp,email_text,is_spam,spam_probability,word_count,spam_count
2025-02-19 19:06:30,"Fake Lottery Win
From: jackpot@lottery-winner.com
To: john.doe@example.com
Subject: 🎉 Congratulations! You’ve Won $1,000,000!

Dear John Doe,

You are the lucky winner of our annual jackpot lottery! Your email was randomly selected, and you have won a grand prize of $1,000,000.

To claim your reward, simply provide your bank details and a copy of your ID. Act fast! This offer expires in 48 hours.

Best Regards,
Mr. Richard Thompson
Lottery Processing Team

",True,1.0,71,42
2025-02-19 19:12:59,"From: events@marketingworld.com
To: robert.anderson@example.com
Subject: 🎤 You’re Invited: Digital Marketing Summit 2025

Dear Robert,

We’re excited to invite you to the Digital Marketing Summit 2025, happening on November 15-16 in New York City.

Join top industry leaders for networking, keynotes, and workshops.

🎟 Register now: Click Here

Best,
Sophia Lee
Event Coordinator | Marketing World

",True,0.7619163745587937,55,32
2025-02-19 19:13:12,"From: billing@greenenergy.com
To: accounting@yourbusiness.com
Subject: 🧾 Invoice #234567 - Green Energy Services

Dear Accounting Team,

Please find attached Invoice #234567 for the September services. The total amount due is $2,350, payable by October 30th.

Let us know if you have any questions.

Best Regards,
Anna Lopez
Finance Department | Green Energy Solutions",False,2.2836957662711443e-14,52,31
2025-02-19 19:13:33,"From: Sarah James, HR Manager (HR@TechInnovate.com)
To: John Smith (john.smith@email.com)
Subject: Interview Invitation for Software Engineer Position

Dear Mr. Smith,

I hope this email finds you well. After reviewing your resume and application, we are pleased to invite you to an interview for the Software Engineer position at Tech Innovate.

Please reply with your availability for the interview, and we will arrange a suitable time.

Best regards,
Sarah James
HR Manager
Tech Innovate
HR@TechInnovate.com",False,3.4963934036152528e-12,74,49
2025-02-19 19:13:34,"From: Emma Cooper, Marketing Director (marketing@GreenFuture.org)
To: David Lee (david.lee@email.com)
Subject: GreenFuture Annual Conference Details

Dear Mr. Lee,

Thank you for your interest in attending the GreenFuture Annual Conference. We are excited to confirm your registration for the event.

The conference will take place on March 15th, and detailed information regarding the schedule and speakers will be sent to you shortly.

Best regards,
Emma Cooper
Marketing Director
GreenFuture
marketing@GreenFuture.org",False,4.3823528834788565e-11,69,38
2025-02-19 19:13:34,"From: William Black, Investment Advisor (investmentopportunity@businessopportunities.com)
To: Jennifer Taylor (jennifer.taylor@email.com)
Subject: Immediate Investment Opportunity – Double Your Money in 30 Days

Dear Jennifer,

I’m reaching out to offer you a guaranteed investment opportunity. You can double your money in just 30 days by investing in this new, highly lucrative venture.

Simply click on the link below to secure your spot and begin earning!

[Insert fraudulent link]

Best regards,
William Black
Investment Advisor
investmentopportunity@businessopportunities.com",True,0.999999999853685,73,49
2025-02-19 19:13:35,"From: Mark Johnson, Prize Winner Notifications (info@winningoffers.com)
To: Michael Brown (michael.brown@email.com)
Subject: Congratulations! You’ve Won a $1000 Gift Card!

Dear Michael,

Congratulations! You’ve been selected as the winner of a $1000 gift card from Winning Offers.

To claim your prize, please follow the instructions in the attached link and provide your personal details. Don’t miss out on this limited-time offer!

Warm regards,
Mark Johnson
Prize Winner Notifications
info@winningoffers.com",True,0.9999990105556328,68,50
2025-03-12 22:48:06,"Fake Lottery Win
From: jackpot@lottery-winner.com
To: john.doe@example.com
Subject: 🎉 Congratulations! You’ve Won $1,000,000!

Dear John Doe,

You are the lucky winner of our annual jackpot lottery! Your email was randomly selected, and you have won a grand prize of $1,000,000.

To claim your reward, simply provide your bank details and a copy of your ID. Act fast! This offer expires in 48 hours.

Best Regards,
Mr. Richard Thompson
Lottery Processing Team

",True,0.6929879776777131,71,42
2025-03-20 07:57:38,"8️⃣ Event Invitation
From: events@marketingworld.com
To: robert.anderson@example.com
Subject: 🎤 You’re Invited: Digital Marketing Summit 2025

Dear Robert,

We’re excited to invite you to the Digital Marketing Summit 2025, happening on November 15-16 in New York City.

Join top industry leaders for networking, keynotes, and workshops.

🎟 Register now: Click Here

Best,
Sophia Lee
Event Coordinator | Marketing World",True,0.6046466174340737,58,34
2025-03-20 07:58:07,"7️⃣ Job Application Response
From: careers@futuretech.com
To: james.wilson@example.com
Subject: 📄 Interview Invitation – Software Engineer Position

Dear James,

Thank you for applying to FutureTech! We were impressed with your resume and would like to invite you for an interview on October 25th at 2:00 PM via Zoom.

Please confirm your availability.

Best Regards,
Emily Carter
HR Manager | FutureTech

",False,0.3973330085773388,59,33
